propio_letra_2,anio,coeficiente
A,2013,0.021646679513195
A,2014,0.0234195823182402
A,2015,0.0236719041118821
A,2016,0.0241508454266593
A,2017,0.0240882077676143
B,2013,0.0229338709224593
B,2014,0.0217004411945402
B,2015,0.0233380416045978
B,2016,0.0219606701272479
B,2017,0.0238164401144058
C,2013,0.00792317118942043
C,2014,0.00741404518767878
C,2015,0.00785913902666591
C,2016,0.0079502664234903
C,2017,0.00788418084112466
D_15,2013,0.00652217914529692
D_15,2014,0.00641370399583666
D_15,2015,0.00644508496638859
D_15,2016,0.0063844678696774
D_15,2017,0.00637019259851116
D_16,2013,0.0105387397194803
D_16,2014,0.00729561818342099
D_16,2015,0.00702400098675766
D_16,2016,0.00795507935042338
D_16,2017,0.00807055777169786
D_17,2013,0.00271019637291681
D_17,2014,0.00251967662878947
D_17,2015,0.00253810829701075
D_17,2016,0.00253660046034248
D_17,2017,0.00251062191928276
D_18,2013,0.00145611679528368
D_18,2014,0.00155737432637171
D_18,2015,0.00153453723282399
D_18,2016,0.00154416270662197
D_18,2017,0.00154788026376085
D_19,2013,0.00236104883419528
D_19,2014,0.00272327919948068
D_19,2015,0.00279549227864634
D_19,2016,0.00292825225894353
D_19,2017,0.0028436230223754
D_20,2013,0.00934131394993067
D_20,2014,0.00927159918901896
D_20,2015,0.00957630760204261
D_20,2016,0.00949029979944454
D_20,2017,0.00953398235164698
D_21,2013,0.0033866784602176
D_21,2014,0.00285747359966718
D_21,2015,0.00285488824632373
D_21,2016,0.00289133396598813
D_21,2017,0.0028421430171014
D_22,2013,0.00135689373820831
D_22,2014,0.0015317151271871
D_22,2015,0.00156176346781939
D_22,2016,0.00164404296722929
D_22,2017,0.00169423853787856
D_23,2013,0.00186560900207433
D_23,2014,0.00213374591130595
D_23,2015,0.00212312417091686
D_23,2016,0.00223666510103415
D_23,2017,0.00218060339515893
D_24,2013,0.0025144603245576
D_24,2014,0.00250205349724741
D_24,2015,0.00245937043382841
D_24,2016,0.00239264826018332
D_24,2017,0.00239008839359424
D_25,2013,0.00377585598198825
D_25,2014,0.00365954033013248
D_25,2015,0.00366779735642354
D_25,2016,0.00369749341941364
D_25,2017,0.00373539591085555
D_26,2013,0.00497401094501526
D_26,2014,0.00539095810240487
D_26,2015,0.00555081223940982
D_26,2016,0.00553175256182837
D_26,2017,0.00557524115367313
D_27,2013,0.00739840705111051
D_27,2014,0.00659763259202022
D_27,2015,0.006445358994532
D_27,2016,0.00668163006729349
D_27,2017,0.00713348370073059
D_28,2013,0.00412835846682779
D_28,2014,0.00427311270729362
D_28,2015,0.00422341707041079
D_28,2016,0.0042362159950458
D_28,2017,0.00439133655176356
D_29,2013,0.00496736228968563
D_29,2014,0.00475251251442452
D_29,2015,0.00477543710708123
D_29,2016,0.00483860872752902
D_29,2017,0.00501695835263393
D_29_30_31_32_33,2013,0.00614691192256581
D_29_30_31_32_33,2014,0.00586409711744825
D_29_30_31_32_33,2015,0.00476320825410314
D_29_30_31_32_33,2016,0.00557631229353074
D_29_30_31_32_33,2017,0.00455328069078159
D_30,2013,0.00145759130584325
D_30,2014,0.0014745231889648
D_30,2015,0.00159782638079242
D_30,2016,0.00163536103756743
D_30,2017,0.00170279586137284
D_31,2013,0.00444444010828649
D_31,2014,0.0030347041107616
D_31,2015,0.00292942480645508
D_31,2016,0.00291489558410968
D_31,2017,0.00295414169496122
D_32,2013,0.00583055197935951
D_32,2014,0.00406385951782916
D_32,2015,0.00392039624630787
D_32,2016,0.0035017091986783
D_32,2017,0.00338102508923158
D_33,2013,0.00240955319507037
D_33,2014,0.00230852240359129
D_33,2015,0.00235167893263306
D_33,2016,0.00232710410972882
D_33,2017,0.00232594837129473
D_34,2013,0.00639163368595968
D_34,2014,0.00597149082382744
D_34,2015,0.00596992398688056
D_34,2016,0.00592343748544409
D_34,2017,0.00593889735126866
D_35,2013,0.00366523546293227
D_35,2014,0.00422708291674304
D_35,2015,0.00407156420904421
D_35,2016,0.00416242117777353
D_35,2017,0.00421546315847539
D_36,2013,0.00317529726120883
D_36,2014,0.00328582459338668
D_36,2015,0.00329000540926034
D_36,2016,0.00326937185998488
D_36,2017,0.00332179893217134
D_37,2013,0.00780420764030973
D_37,2014,0.00860787129597602
D_37,2015,0.00874813479429204
D_37,2016,0.00881576217790675
D_37,2017,0.00794683301099092
E,2013,0.00347048563605424
E,2014,0.00443568526967813
E,2015,0.00430029840884152
E,2016,0.00425646845976941
E,2017,0.00418277926214449
F,2013,0.00360075756803108
F,2014,0.00352034977626105
F,2015,0.00369263405323
F,2016,0.00351970611026988
F,2017,0.00345706681539816
G,2013,0.00318197610872748
G,2014,0.00346871055999073
G,2015,0.00345274568212683
G,2016,0.00346574768743013
G,2017,0.0035233374943917
H_55,2013,0.00211440538959382
H_55,2014,0.00231048131190358
H_55,2015,0.00234589572457146
H_55,2016,0.00234306891512005
H_55,2017,0.00233196220699495
I_60,2013,0.00287061101670643
I_60,2014,0.00323104239182218
I_60,2015,0.00328871250566256
I_60,2016,0.00331560264317797
I_60,2017,0.00332101309872181
I_61,2013,0.00115072166066358
I_61,2014,0.00124869345632115
I_61,2015,0.00129586958564636
I_61,2016,0.00148158427193861
I_61,2017,0.00147916058571132
I_62,2013,0.0011932777632116
I_62,2014,0.00121912647102971
I_62,2015,0.00126956727005252
I_62,2016,0.00126104827021664
I_62,2017,0.00127133241002537
I_63,2013,0.00176166690684727
I_63,2014,0.00182683927381785
I_63,2015,0.00186582866688942
I_63,2016,0.00186738197667133
I_63,2017,0.00190609995310797
I_64,2013,0.00217889815837717
I_64,2014,0.00214488903776697
I_64,2015,0.00226783345336395
I_64,2016,0.00216802790972598
I_64,2017,0.00226881937563793
J,2013,0.00188405469905544
J,2014,0.00191811911094638
J,2015,0.00191628180089185
J,2016,0.00192634415193652
J,2017,0.00192011970817959
K,2013,0.00196860456409837
K,2014,0.00180362272277814
K,2015,0.00180209435895789
K,2016,0.00179053950746829
K,2017,0.00177297705008057
L,2013,0.0037706658864372
L,2014,0.00416756328596984
L,2015,0.004480041173934
L,2016,0.00452372015822909
L,2017,0.00448746024091861
M,2013,0.00269006185472356
M,2014,0.0032958594995167
M,2015,0.00341021760763098
M,2016,0.00347142168840188
M,2017,0.00349551975142288
N,2013,0.00217639948232598
N,2014,0.00230585595608678
N,2015,0.00233921910765058
N,2016,0.00235551599948078
N,2017,0.00237013925709999
O,2013,0.00246840318669093
O,2014,0.00257768112794854
O,2015,0.00262962079595511
O,2016,0.00267218004132849
O,2017,0.00267630202829453
P,2013,0.00184927830911643
P,2014,0.00187034190993753
P,2015,0.00207763431085395
P,2016,0.00222072381854487
P,2017,0.00224316967429586
Q,2013,0.00108265936117776
Q,2014,0.00105246833327481
Q,2015,0.00109160500676697
Q,2016,0.00106233654366296
Q,2017,0.00104703208648992
